"movieCd","movieNm","openDt","showTm","director","actors","genres","watchGradeNm","posterUrl","overview"
"20040488","아라한 장풍대작전","20040430","114","류승완","류승범, 윤소이, 안성기, 이무룡, 김지영, 정두홍, 윤주상, 안길강, 김수현, 허명행, 김효선, 심재원, 도영훈, 윤도현, 장혁진, 권승구, 이춘영, 임하룡, 유순철, 이대연, 권범택","Fantasy, Action, Comedy, Thriller","12세관람가","https://image.tmdb.org/t/p/w500/98c0nyZOLW9xdGJwvkzWQMiAgBT.jpg","Sang-hwan became a cop in order to help the downtrodden, but he doesn't get much respect. All that changes when he meets the Seven Masters."
"20040533","인 더 컷","20040430","118","제인 캠피온","마크 러팔로, 제니퍼 제이슨 리, 맥 라이언","Drama, Mystery, Thriller, Romance","18세관람가","https://image.tmdb.org/t/p/w500/c8Xg0yc8UQwDXooffBNLLs2BvQH.jpg","Following the gruesome murder of a young woman in her neighborhood, an English teacher living in New York City ? as if to test the limits of her own safety ?propels herself into an impossibly risky sexual liaison with a police detective."
"20040544","스타스키와 허치","20040430","100","토드 필립스","오웬 윌슨, 벤 스틸러","Comedy, Crime","12세관람가","https://image.tmdb.org/t/p/w500/fmBYVkBjhVspPv3GGus84qhBo1a.jpg","Join uptight David Starsky and laid-back Ken ""Hutch"" Hutchinson as they're paired for the first time as undercover cops. The new partners must overcome their differences to solve an important case with help from street informant Huggy Bear and persuasive criminal Reese Feldman."
"20040521","더티 댄싱 - 하바나 나이트","20040423","87","가이 퍼랜드","로몰라 가레이, 디에고 루나","Romance, Drama","15세관람가","https://image.tmdb.org/t/p/w500/fL0psQFnroOkBpj3RLqkWJrnO2X.jpg","In pre-revolution Cuba, Katey Miller is about to defy everyone's expectations. Instead of a parent-approved suitor, Katey is drawn to the sexy waiter, Javier, who spends his nights dancing in Havana's nightclubs. As she secretly learns to dance with Javier, she learns the meanings of love, sensuality and independence."
"20040483","효자동 이발사","20040505","116","임찬상","문소리, 송강호, 이재응, 주진모, 오달수, 노형욱, 류승수, 손병호, 조영진, 윤주상, 정세인, 김민석, 최한철, 채성민, 민봉기, 박길수, 정대용, 김경룡, 최홍일, 최교식, 오창경, 김형일","History, Drama, Comedy","15세관람가","https://image.tmdb.org/t/p/w500/cu31e4jAyOkUWmFzEUvZ7gvp3A7.jpg","A well-meaning but politically naive barber gets pulled into the inner circle of the South Korean dictator Park Chung-Hee, with rather baleful consequences for his hapless family. This sharp political satire covers roughly twenty years in South Korean political history, from the viewpoint of the barber's son."
"20040489","여자는 남자의 미래다","20040505","87","홍상수","유지태, 성현아, 김태우, 김호정, 오유진, 엄수정, 박정환, 오달수, 김방선, 허영진, 김대훈, 전은미, 박승배, 서하나, 박희은, 김태훈","Drama, Romance","18세관람가","https://image.tmdb.org/t/p/w500/3bovtjGw5XB3aDKaWkfYnCupBbI.jpg","As the first snow falls in Seoul, two old friends reunite; one is a successful college professor, and the other, a struggling filmmaker recently returned from the United States. After their reminiscences, they finally decide to go in search of the young woman each had romanced years earlier."
"20040543","스쿠비-두2 : 몬스터 대소동","20040430","93","라자 고스넬","프린즈 프레디 주니어, 사라 미셀 겔러","장르 정보 없음","전체관람가","포스터 정보 없음","줄거리 정보 없음"
"20040549","천공의 성 라퓨타","20040430","124","미야자키 하야오","안나 파킨, 타나카 마유미, 제임스 반 데 빅, 하야시바라 메구미, 이토 히로시","Adventure, Fantasy, Animation, Action, Family","전체관람가","https://image.tmdb.org/t/p/w500/41XxSsJc5OrulP0m7TrrUeO2hoz.jpg","A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle."
"20040556","킬 빌2","20040514","136","쿠엔틴 타란티노","우마 서먼, 데이빗 캐러딘","장르 정보 없음","18세관람가","포스터 정보 없음","줄거리 정보 없음"
"20040553","새벽의 저주","20040514","100","잭 스나이더","사라 폴리, 빙 라메스, 제이크 웨버","Science Fiction, Action, Horror","18세관람가","https://image.tmdb.org/t/p/w500/fjWcnrJq38AIZrWVbZtGJA05WNB.jpg","When a strange virus quickly spreads through a safari park and turns all the zoo animals undead, those left in the park must stop the creatures before they escape and zombify the whole city."
"20040555","트로이","20040521","136","볼프강 페터젠","다이앤 크루거, 올랜도 블룸, 에릭 바나","War, Action, History","15세관람가","https://image.tmdb.org/t/p/w500/a07wLy4ONfpsjnBqMwhlWTJTcm.jpg","In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. They set off with 1,000 ships holding 50,000 Greeks to Troy."
"20040484","하류인생","20040521","105","임권택","조승우, 김규리, 이주원, 김봉수, 문정희, 송길한, 단혁태, 박민희, 임문섭, 최영심, 이후곤, 송능한, 문혜영, 이재룡, 최태환, 조상연, 조선종, 박은아, 김현석, 최흥국, 심재원, 심효진, 남우성, 하성민, 박호진, 백기현, 지성환, 서동현, 모상범, 서영우, 김대승, 우영재, 유광일, 박동혁, 김성실, 이희탁, 장은희, 장찬희, 전병욱, 태인호, 박상욱, 박상현, 임수철, 임순우, 김태득, 정수영, 임세호, 오은석, 김수용, 김정섭, 김정일, 이기정, 이한, 김주경, 이재인, 최민철, 오유진, 김보연, 남문철, 이황의, 한창현, 손경원, 주부진, 손병욱","Action, Crime, Drama","15세관람가","https://image.tmdb.org/t/p/w500/8faeFq7Jc91tvhnCA9hzHYjY7AQ.jpg","A sprawling story of one man's tumultuous life within the context of the South Korean political situation during the second half of the 20th century."
"20040570","옹박 - 무에타이의 후예","20040526","100","프라챠 핀카엡","토니 자","Action, Thriller, Crime, Adventure","15세관람가","https://image.tmdb.org/t/p/w500/oagqAwp48dMPoCT94yDJUDOCVPi.jpg","When the head of a statue sacred to a village is stolen, a young martial artist goes to the big city and finds himself taking on the underworld to retrieve it."
"20040569","디 아이2","20040526","90","대니 팽","원려기, 서기","장르 정보 없음","15세관람가","포스터 정보 없음","줄거리 정보 없음"
"20040568","내 여자친구를 소개합니다","20040603","118","곽재용","전지현, 장혁, 김정태, 정호빈, 오정세, 김창완, 김광규, 최주현, 정한철, 안수라, 배재일, 권영빈, 백경찬, 한지빈, 원태운, 장원식, 윤선희, 임종식, 이호경, 송윤희, 김희영, 안호완, 박윤희, 박윤희, 이기우, 우기홍, 정보름, 서동원","Comedy, Romance, Drama","15세관람가","https://image.tmdb.org/t/p/w500/8OyugG9zsjK4HT42yIcqXMXc2CR.jpg","Kyung-jin, a police officer who finds herself chasing down a suspected bag-snatcher on her day off. However, the man she catches turns out to be Myungwoo, a passer-by who was himself trying to apprehend the real criminal."
"20040490","투모로우","20040603","123","롤랜드 에머리히","데니스 퀘이드, 제이크 질렌할, 이안 홈","Music, Documentary","12세관람가","https://image.tmdb.org/t/p/w500/4DX5ZIiYKbZenRb5S3ayR3QW5Ez.jpg","Still Dreaming is TXT's first Japanese studio album. It was released on January 20, 2021. It was released with an accompanying DVD with the music video for the Japanese version of 'Blue Hour' and the making of the music video with interviews."
"20040588","레이디킬러","20040604","104","조엘 코엔","톰 행크스, 일마 P. 홀","Comedy, Crime, Thriller","15세관람가","https://image.tmdb.org/t/p/w500/l4g9R39NCp6VaYFrw6q8JwKNW9x.jpg","An eccentric, if not charming Southern professor and his crew pose as a band in order to rob a casino, all under the nose of his unsuspecting landlord ? a sharp old woman."
"20040589","페이스","20040611","92","유상곤","송윤아, 신현준, 조원희, 장석원, 김승욱, 안석환, 홍수아, 신용하, 나관, 권혁, 진혜미, 박승찬, 이승민, 이철민, 이주실, 오정세","Horror, Crime","15세관람가","https://image.tmdb.org/t/p/w500/gBLkbzzcJ0dAPIlcd7E5fYWBuQI.jpg","A serial killer is burning away the flesh of his victims with acid, leaving only the bones behind. The police turn to Hyun-min, a former forensic sculptor adept in reconstructing faces by examining and interpreting skulls. With the victim's bones in his house, Hyun-min's daughter begins to experience disturbing visions. As he races against time to find the answers and save his daughter, the deadly truth behind these victims reveals a sinister conspiracy that threatens everyone involved."
"20040591","데스티네이션 2","20040611","90","데이비드 R. 엘리스","마이클 랜디스, A.J. 쿡, 알리 라터","Romance, Comedy, Drama","18세관람가","https://image.tmdb.org/t/p/w500/ioj2FMnMgD0eHgYfd31HtWOtBWU.jpg","Frank and Lindsay?two emotionally-broken strangers?meet on the way to a destination wedding. Over the course of the weekend and against all odds, they find themselves drawn together even though they are initially repulsed by one another."
"20040559","나두야 간다","20040625","105","정연원","권용운, 손창민, 정준호, 임동문, 전미선, 금보라, 안관수, 오유미, 정소영, 신현탁, 서범식, 강성필, 서동수, 장태성","Comedy","15세관람가","https://image.tmdb.org/t/p/w500/d6FegyHbbxUxQX00TdbpP1Zz3j8.jpg","Dong-Hwa is a complete loser, whose first novel called 'I met Kafka' brought the publishing company bankruptcy. To bring home the bacon, he tries to drive a taxi but only ends up running over someone. One day Dong-Hwa is offered a job to do ghostwriting for a CEO named Man-Chul, who turns out to be the ringleader of the biggest criminal syndicate in Korea. Dong-Hwa soon finds himself perfectly at ease in the mob, while Man-Chul starts learning about the other part of the world."
"20040566","슈렉2","20040618","92","콘래드 베논","마이크 마이어스, 카메론 디아즈, 에디 머피","장르 정보 없음","전체관람가","포스터 정보 없음","줄거리 정보 없음"
"20040571","령","20040617","98","이인규","김하늘, 류진, 남상미, 신이, 이윤지, 전혜빈, 김해숙, 기주봉, 김근영, 최은재","Thriller, Horror","12세관람가","https://image.tmdb.org/t/p/w500/xQVyDiVfrfT7ZDFMh4FA2AoH425.jpg","Min Ji-Won suffers from amnesia caused by an accident almost a year ago. After the accident, Min Ji-Won is a shy person. Prior to the accident, Min Ji-Won was the leader of a gang of four girl bullies. Through pictures, Min Ji-Won learns about the three other members and she wants to learn what happened to them. While Min Ji-Won attempts to unravel the mystery, her former friends are killed one by one."
"20040582","내 남자 친구는 왕자님","20040618","111","마사 쿨리지","줄리아 스타일즈, 루크 마블리","장르 정보 없음","12세관람가","포스터 정보 없음","줄거리 정보 없음"
"20040592","몬스터","20040618","109","팻티 젠킨스","샤를리즈 테론, 크리스티나 리치","Thriller, Drama","18세관람가","https://image.tmdb.org/t/p/w500/9Y1zHJ227zOWqv5OMXG3WrijqVA.jpg","Bok-Soon runs a street stall, cares for her younger sister, and is feared by many because of her quick temper. When Tae-Soo murders her sister, rage consumes her completely as she stalks the killer."
"20040579","블러디 선데이","20040618","110","폴 그린그래스","팀 피곳 스미스, 제임스 네스빗","Drama, History","12세관람가","https://image.tmdb.org/t/p/w500/oqdQMDJucR7R0ol0LFvzmqcDyEb.jpg","The dramatised story of the Irish civil rights protest march on January 30 1972 which ended in a massacre by British troops."
"20040583","아는 여자","20040625","107","장진","이나영, 정재영, 이민정, 조덕현, 장영남, 이재용, 이상민, 조은정, 지상용, 이은석, 김준혁, 임하룡, 이철민, 최일화","Romance, Comedy","15세관람가","https://image.tmdb.org/t/p/w500/4UTndEY587vby9RYGU0Jn0dgsmX.jpg","A baseball player learns he has three months to live and drowns his sorrows at a bar, where the female bartender turns out to be a longtime admirer."
